Taxon,Male_ID,Dive_number_,dive_length,dive_start_relative_to_t=0,dive_end_relative_to_t=0,Max_velocity,max_Vel_Time_relative_to_t=0,Mean_Max_X_vel,maxVel_x_time_relative_to_t=0,Mean_Max_Y_vel,maxVel_y_time_relative_to_t=0,relative_time_closest_to_female,Closest_Dist_to_female_(m),MaxDoppler,MaxDopplerTime(z=0),MinDoppler,MinDopplerTime(z=0),Dopp=1,Dopp=1Time,W1Start_Relative_to_z=0,W1End_Relative_to_z=0,W1LowFreq,W1HighFreq,Gap_between_W1_and_W2_,W2Start_Relative_to_z=0,W2End_Relative_to_z=0,W2LowFreq,W2HighFreq,YStart_Relative_to_z=0,YEnd_Relative_to_z=0,YNumber_of_elements,YLowFreq,YHighFreq,XStart_Relative_to_z=0,XEnd_Relative_to_z=0,XNumber_of_elements,XLowFreq,XHighFreq
rthu,APPT2chuck_notcaught,2,1.475,-0.758333333,0.716666667,8.845299323,-0.341666667,6.503435339,-0.033333333,5.825321895,-0.066666667,-0.083333333,0.4392,1.023632458,-0.316666667,0.97848912,0.008333333,1.001123804,-0.091666667,-0.621433333,-0.426133333,6610.526,11326.316,0.6482,0.236866667,0.463266667,6442.105,11410.526,-0.147933333,0.038566667,5,715.789,1094.737,NA,NA,NA,NA,NA
rthu,APPT2chuck_notcaught,3,1.46667,-0.71667,0.75,8.805040778,-0.283333333,7.795411251,-0.025,4.391004523,-0.166666667,0.025,0.488,1.024350169,-0.125,0.981918022,0.1,1.0006883,0.016666667,-0.6355,-0.4432,6526.316,11031.579,0.7162,0.276,0.5631,6357.895,11284.211,-0.0266,0.1436,4,757.895,1178.947,NA,NA,NA,NA,NA
rthu,APPT2chuck_notcaught,4,1.391666,-0.741666667,0.649999333,8.426384168,-0.333333333,1.345903568,-0.025,8.227975327,-0.05,-0.058333333,0.4184,1.022540038,-0.175,0.980817415,0.025,1.001269176,-0.066666667,-0.585066667,-0.412166667,6464.183,11553.009,0.6805,0.277033333,0.511133333,6400,11264,-0.078466667,0.111833333,4,704,1216,NA,NA,NA,NA,NA
rthu,APPT2chuck_notcaught,5,1.478334,-0.816667333,0.661666667,8.671397807,-0.308333333,1.196018547,-0.025,8.483668674,-0.05,-0.025,0.4149,1.024131504,-0.191666667,0.981430864,0.05,1.001936759,-0.033333333,-0.618333333,-0.423933333,6638.298,11076.923,0.7115,0.295766667,0.517166667,6677.578,11351.882,-0.037733333,0.140466667,3,667.758,1021.277,NA,NA,NA,NA,NA
rthu,APPT2chuck_notcaught,6,1.341666,-0.766666667,0.574999333,8.497954953,-0.291666667,0.672802857,-0.05,8.534889218,-0.041666667,-0.058333333,0.4478,1.023047984,-0.191666667,0.97906487,0.025,1.000612415,-0.066666667,-0.569766667,-0.379366667,6886.957,10560,0.6643,0.287733333,0.513233333,6469.565,10852.174,-0.046766667,0.113833333,3,751.304,1085.217,NA,NA,NA,NA,NA
rthu,APPT2chuck_notcaught,7,1.61,-0.943333333,0.666666667,9.176825654,-0.341666667,1.091145267,-0.041666667,8.965759374,-0.041666667,-0.033333333,0.4286,1.02525678,-0.183333333,0.980609836,0.041666667,1.000148974,-0.041666667,-0.634733333,-0.434833333,6845.217,11102.609,0.7048,0.282066667,0.535866667,6625,10601.739,-0.060833333,0.080866667,4,793.043,1210.435,NA,NA,NA,NA,NA
rthu,APPT2chuck_notcaught,8,1.458333,-0.791666667,0.666666333,8.962128294,-0.333333333,0.662975731,-0.358333333,8.782295699,-0.066666667,-0.058333333,0.4273,1.02397423,-0.191666667,0.979012621,0.025,1.001150032,-0.066666667,-0.595566667,-0.407266667,6208.333,10916.667,0.6818,0.279933333,0.536533333,6083.333,11125,-0.064266667,0.082833333,4,791.667,1208.333,NA,NA,NA,NA,NA
rthu,CF07K03,1,1.51673,-0.750066667,0.766663333,7.875707552,-0.158333333,6.999970774,-0.108333333,1.594409712,-0.383333333,-0.241666667,2.2732,1.006089737,-0.533333333,0.987074723,0.325,0.999983296,-0.241666667,NA,NA,NA,NA,NA,0.173933333,0.465233333,6792.453,9180.103,-0.157466667,0.083533333,5,640,1088,NA,NA,NA,NA,NA
rthu,CF07K03,2,1.69166,-0.825,0.86666,8.636569281,-0.066666667,8.574598168,-0.05,0.658330845,-0.291666667,-0.025,2.1875,1.01610975,-0.383333333,0.990529358,0.325,1.00004908,-0.033333333,NA,NA,NA,NA,NA,0.3071,0.6311,6592,10752,-0.1072,0.213,6,704,1088,NA,NA,NA,NA,NA
rthu,CF07K03,3,1.641667,-0.825000333,0.816666667,8.839948864,-0.075,8.583226764,-0.05,0.847727828,0.05,-0.1,2.0579,1.015889507,-0.333333333,0.988746628,0.166666667,1.000180586,-0.108333333,NA,NA,NA,NA,NA,0.203766667,0.493766667,6272,10944,-0.146533333,0.143466667,6,704,1024,NA,NA,NA,NA,NA
rthu,CF07K03,4,1.65833,-0.766666667,0.891663333,8.902038362,-0.091666667,8.746651936,-0.066666667,1.503035971,-0.425,-0.008333333,2.2775,1.014652745,-0.325,0.987545533,0.558333333,1.000273663,-0.016666667,NA,NA,NA,NA,NA,0.282433333,0.642133333,6432,11232,-0.107466667,0.197633333,6,704,1088,NA,NA,NA,NA,NA
rthu,CF07K03,5,1.7083666,-0.833366667,0.874999933,8.771740064,-0.133333333,8.44788514,-0.1,0.875391733,-0.216666667,-0.1,2.1979,1.014958921,-0.391666667,0.987308337,0.416666667,0.999990171,-0.1,-0.666366667,-0.459266667,6144,11200,0.6931,0.237633333,0.557733333,6464,11136,-0.188066667,0.135933333,6,768,1175.793,NA,NA,NA,NA,NA
rthu,CF07K03,6,1.658336,-0.750003333,0.908332667,8.905549179,-0.058333333,8.822450369,-0.05,1.590904934,-0.391666667,0,2.3561,1.014482095,-0.325,0.991292591,0.291666667,1.000168343,0.008333333,-0.652833333,-0.472033333,6432.277,11273.775,0.7044,0.229866667,0.570666667,6916.427,11066.282,-0.079933333,0.164866667,6,691.643,1106.628,NA,NA,NA,NA,NA
rthu,CF07K03,7,1.7,-0.858333333,0.841666667,8.868994637,-0.016666667,8.851544121,-0.008333333,0.816995695,0.208333333,-0.116666667,2.2438,1.014492479,-0.333333333,0.987912548,0.241666667,0.999817514,-0.1,-0.738733333,-0.501433333,7121.784,10662.093,0.7363,0.247166667,0.554466667,6936.535,11114.923,-0.272233333,0.112366667,6,637.874,1090.909,NA,NA,NA,NA,NA
rthu,CF07K02,1,1.35834,-0.600006667,0.758333333,7.92501061,-0.133333333,5.874956885,-0.108333333,4.636938976,-0.075,-0.175,2.2237,1.004366364,-0.366666667,0.991883009,0.058333333,1.000141463,-0.183333333,NA,NA,NA,NA,NA,0.352133333,0.590433333,5597.668,10368,0.001333333,0.204833333,5,704,1088,NA,NA,NA,NA,NA
rthu,CF07K02,2,1.36166,-0.553333333,0.808326667,8.506291607,-0.058333333,6.719872895,0.008333333,5.898652066,-0.116666667,0.1,2.3917,1.010888821,-0.35,0.994574353,0.441666667,0.999982984,0.1,NA,NA,NA,NA,NA,0.441366667,0.642266667,6087.464,10985.423,0.067766667,0.311466667,5,734.694,1049.563,NA,NA,NA,NA,NA
rthu,ETM1,1,1.0333,-0.458333333,0.574966667,6.909094189,-0.058333333,1.66300819,0.316666667,6.66807487,-0.033333333,-0.066666667,0.3727,1.017070951,-0.158333333,0.982234842,0.025,1.00156744,-0.075,-0.264833333,-0.066333333,6545.455,9566.434,0.3647,0.316266667,0.509966667,6503.497,9398.601,0.124966667,0.246866667,2,671.329,1006.993,NA,NA,NA,NA,NA
rthu,ETM1,2,1.15,-0.508333333,0.641666667,9.591234368,-0.066666667,1.387075437,0.283333333,9.427124383,-0.041666667,-0.041666667,0.3886,1.025681009,-0.141666667,0.977514623,0.033333333,0.997533576,-0.041666667,NA,NA,NA,NA,NA,0.360966667,0.566566667,6545.455,9566.434,0.162466667,0.253366667,2,713.287,965.035,NA,NA,NA,NA,NA
rthu,ETM1,3,1.43833,-0.68,0.75833,9.429096986,-0.083333333,0.87145658,-0.341666667,9.234711798,-0.041666667,-0.041666667,0.5406,1.024523983,-0.183333333,0.977745856,0.25,0.998807526,-0.041666667,-0.3935,-0.1759,6293.706,9566.434,0.6193,0.4578,0.6538,6629.371,9482.517,0.178,0.3525,4,713.287,1006.993,NA,NA,NA,NA,NA
rthu,ETM1,4,1.42,-0.631666667,0.788333333,10.72880909,-0.075,6.414479192,0.116666667,10.33552856,-0.075,-0.05,0.5842,1.027541895,-0.183333333,0.97033153,0.108333333,1.001887448,-0.058333333,-0.324866667,-0.131166667,6377.622,9398.601,,NA,NA,NA,NA,0.099233333,0.240333333,3,713.287,1048.951,NA,NA,NA,NA,NA
rthu,ETM2,1,1,-0.2,0.8,12.03445605,-0.05,2.755634937,0.141666667,11.72163468,-0.033333333,-0.016666667,1.5197,1.031469751,-0.191666667,0.976146696,0.366666667,0.999961007,-0.016666667,NA,NA,NA,NA,NA,0.3139,0.5625,6720,10688,0.0127,0.2234,5,768,1314.121,NA,NA,NA,NA,NA
rthu,ETM2,2,1.54,-0.756666667,0.783333333,10.60875011,-0.175,3.096741671,-0.316666667,9.543679589,-0.033333333,-0.016666667,1.3006,1.028451259,-0.266666667,0.978770634,0.333333333,0.999011843,-0.016666667,-0.469866667,-0.244466667,6778.098,11342.939,0.6361,0.403233333,0.631733333,6293.948,11066.282,0.081933333,0.298933333,4,760.807,1175.793,NA,NA,NA,NA,NA
rthu,ETM3,1,1.2666,-0.491666667,0.774933333,7.229489816,0.016666667,1.459308954,0.4,7.21409173,0.008333333,0.05,1.3407,1.016707115,-0.141666667,0.985988193,0.266666667,0.999820817,0.05,NA,NA,NA,NA,NA,0.168233333,0.419533333,6923.894,10789.381,-0.084866667,0.070733333,4,722.124,1146.903,NA,NA,NA,NA,NA
rthu,ETM3,2,1.314666,-0.666666667,0.647999333,9.039403604,-0.108333333,4.303557412,-0.075,7.386165373,-0.066666667,-0.075,0.8667,1.023417206,-0.25,0.982761213,0.025,0.998628857,-0.075,-0.616666667,-0.453566667,6329.204,9812.389,0.5682,0.117433333,0.342433333,6456.637,10449.558,-0.302666667,-0.032666667,7,764.602,1104.425,NA,NA,NA,NA,NA
rthu,ETM3,3,1.375,-0.608333333,0.766666667,9.746623349,-0.05,3.659627277,-0.041666667,8.968406322,-0.041666667,-0.025,0.6083,1.025022438,-0.15,0.980417967,0.058333333,0.99947193,-0.025,NA,NA,NA,NA,NA,0.231766667,0.473666667,6584.071,10109.735,-0.133833333,0.092966667,5,722.124,1061.947,NA,NA,NA,NA,NA
rthu,ETM3,4,1.325,-0.608333333,0.716666667,8.66060303,-0.075,4.592803181,-0.033333333,7.24210875,-0.075,-0.025,0.6778,1.023218634,-0.175,0.982930057,0.091666667,1.001424472,-0.033333333,-0.593833333,-0.402533333,6329.204,9769.912,0.5982,0.199166667,0.418566667,6753.982,10322.124,-0.143933333,0.079166667,4,764.602,1146.903,NA,NA,NA,NA,NA
rthu,ETM3,5,1.3666,-0.633333333,0.733266667,8.881574249,-0.041666667,4.490892806,-0.033333333,7.586827827,-0.033333333,-0.033333333,0.5471,1.022567627,-0.158333333,0.980608728,0.05,0.999221247,-0.033333333,-0.605133333,-0.440133333,6456.637,10109.735,0.5982,0.167766667,0.413366667,6584.071,10237.168,-0.159533333,0.043066667,4,785.841,1061.947,NA,NA,NA,NA,NA
rthu,ETM3,7,1.466,-0.65,0.816,9.293832026,-0.1,6.540545415,-0.075,6.165396983,-0.091666667,-0.075,0.7974,1.022846223,-0.225,0.982153935,0.025,1.000721891,-0.083333333,-0.5425,-0.3485,6541.593,10364.602,0.6075,0.2591,0.5122,6244.248,10661.947,-0.1253,0.1091,5,722.124,1189.381,NA,NA,NA,NA,NA
rthu,ETM3,9,1.416666,-0.658333333,0.758332667,8.604115296,-0.075,6.3610995,-0.058333333,5.564201172,-0.075,-0.108333333,1.5051,1.019887647,-0.208333333,0.982504367,0.283333333,0.999691039,-0.016666667,-0.552333333,-0.357333333,6414.159,10831.858,0.5269,0.175266667,0.424666667,6669.027,10661.947,-0.143533333,0.055266667,4,743.363,1146.903,NA,NA,NA,NA,NA
rthu,ETM3,10,1.5,-0.666666667,0.833333333,8.631414865,-0.075,7.455420147,-0.05,4.137188948,-0.033333333,-0.066666667,1.4579,1.021021765,-0.216666667,0.983770178,0.2,0.999773548,-0.008333333,-0.598066667,-0.378666667,6541.593,10364.602,0.6282,0.255133333,0.506433333,6499.115,10364.602,-0.144266667,0.054533333,4,722.124,1061.947,NA,NA,NA,NA,NA
rthu,ETM4,1,1.2,-0.375,0.825,11.27729846,-0.1,10.30505829,-0.05,3.867727712,-0.116666667,-0.108333333,0.9101,1.031930299,-0.366666667,0.973782232,0,1.000221513,-0.116666667,NA,NA,NA,NA,NA,0.4972,0.7134,6796.04,10883.168,0.0198,0.3431,6,736.634,1140.594,NA,NA,NA,NA,NA
rthu,ETM4,2,1.26,-0.741666667,0.518333333,9.652468017,-0.058333333,9.509249593,-0.066666667,6.600814969,0.283333333,0.008333333,0.9151,1.027086823,-0.183333333,0.974883768,0.275,1.000962183,0,-0.465466667,-0.283066667,6320.792,11073.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
