ind,angle,names,u,s,m,l,u.r,s.r,m.r,l.r,x,y,z,h.theta,h.phi,r.vec,r.max,r.achieved,lum
CE24K01,-80,CE24K01 -80,0.253094013,0.245236744,0.248804563,0.25286468,0.003094013,-0.004763256,-0.001195437,0.00286468,0.004671138,-0.000174054,0.003094013,-0.037244347,0.584701496,0.005605599,0.294210468,0.019053023,0.060499193
CE24K01,-60,CE24K01 -60,0.232501797,0.250120197,0.255116978,0.262261028,-0.017498203,0.000120197,0.005116978,0.012261028,0.00743471,-0.000759174,-0.017498203,-0.101759479,-1.167153724,0.019027306,0.271846572,0.06999281,0.03687574
CE24K01,-40,CE24K01 -40,0.231906397,0.261549535,0.253713079,0.25283099,-0.018093603,0.011549535,0.003713079,0.00283099,-0.005338997,-0.00245874,-0.018093603,-2.710020859,-1.256687992,0.019024426,0.262861207,0.072374413,0.024232072
CE24K01,-20,CE24K01 -20,0.237222059,0.274963455,0.248130836,0.23968365,-0.012777941,0.024963455,-0.001869164,-0.01031635,-0.02160438,-0.006500233,-0.012777941,-2.849332676,-0.515325183,0.025928325,0.507286843,0.051111763,0.017394318
CE24K01,0,CE24K01 0,0.264619725,0.409192087,0.097182104,0.229006084,0.014619725,0.159192087,-0.152817896,-0.020993916,-0.110340942,-0.156919003,0.014619725,-2.183647523,0.076064893,0.192386156,0.314731065,0.611271584,0.077257316
CE24K01,20,CE24K01 20,0.26023833,0.260551896,0.24280445,0.236405324,0.01023833,0.010551896,-0.00719555,-0.013594676,-0.014786695,-0.004012237,0.01023833,-2.876631347,0.589090031,0.018427366,0.338870992,0.054378706,0.015856474
CE24K01,40,CE24K01 40,0.24079224,0.274972403,0.249464877,0.23477048,-0.00920776,0.024972403,-0.000535123,-0.01522952,-0.024618549,-0.003823018,-0.00920776,-2.987533022,-0.354016975,0.026560709,0.436007011,0.060918079,0.01653806
CE24K01,60,CE24K01 60,0.254916749,0.255959881,0.243774184,0.245349186,0.004916749,0.005959881,-0.006225816,-0.004650814,-0.006497697,-0.004865142,0.004916749,-2.498892836,0.544612156,0.00949021,0.381082967,0.024903266,0.028881112
CE24K01,80,CE24K01 80,0.263357289,0.265140587,0.240719407,0.230782717,0.013357289,0.015140587,-0.009280593,-0.019217283,-0.021039813,-0.005121041,0.013357289,-2.902837552,0.552716344,0.025442405,0.330983374,0.076869132,0.024896757
CE29K01,-80,CE29K01 -80,0.227443464,0.242156002,0.259636211,0.270764323,-0.022556536,-0.007843998,0.009636211,0.020764323,0.017518947,0.002245806,-0.022556536,0.127497598,-0.906492658,0.028648812,0.317522301,0.090226142,0.031730072
CE29K01,-60,CE29K01 -60,0.228295249,0.249046656,0.258053864,0.264604231,-0.021704751,-0.000953344,0.008053864,0.014604231,0.00952703,0.000868624,-0.021704751,0.090923297,-1.155654429,0.023719507,0.273206397,0.086819004,0.016698089
CE29K01,-40,CE29K01 -40,0.251622814,0.256369575,0.247597032,0.244410578,0.001622814,0.006369575,-0.002402968,-0.005589422,-0.00732336,-0.001974981,0.001622814,-2.878176945,0.210772926,0.007756654,0.346934535,0.022357687,0.013889414
CE29K01,-20,CE29K01 -20,0.242953609,0.276560974,0.237778435,0.242706982,-0.007046391,0.026560974,-0.012221565,-0.007293018,-0.020731252,-0.015454203,-0.007046391,-2.501007086,-0.26604718,0.026800538,0.54822228,0.048886261,0.010260974
CE29K01,0,CE29K01 0,0.23100072,0.419104344,0.093098542,0.256796394,-0.01899928,0.169104344,-0.156901458,0.006796394,-0.099392915,-0.173136388,-0.01899928,-2.091933616,-0.094883091,0.200539604,0.319531135,0.627605834,0.065878689
CE29K01,20,CE29K01 20,0.277979987,0.258980271,0.236844813,0.22619493,0.027979987,0.008980271,-0.013155187,-0.02380507,-0.020076839,-0.004060764,0.027979987,-2.942023892,0.938867635,0.034676346,0.364169745,0.095220282,0.010288814
CE29K01,40,CE29K01 40,0.281131386,0.252563226,0.237090243,0.229215146,0.031131386,0.002563226,-0.012909757,-0.020784854,-0.014297721,-0.002686259,0.031131386,-2.955877448,1.133644392,0.034362828,0.413315726,0.083139417,0.013188989
CE29K01,60,CE29K01 60,0.277147008,0.242817711,0.238963448,0.241071833,0.027147008,-0.007182289,-0.011036552,-0.008928167,-0.001069128,-0.002108114,0.027147008,-2.04014682,1.483944204,0.027249719,0.617260725,0.044146206,0.022862887
CE29K01,80,CE29K01 80,0.240599877,0.249153987,0.253574012,0.256672123,-0.009400123,-0.000846013,0.003574012,0.006672123,0.0046039,0.000467367,-0.009400123,0.10116892,-1.113337864,0.010477434,0.278651532,0.03760049,0.021851813
CE29K02redo,-80,CE29K02redo -80,0.286595207,0.248552802,0.236241403,0.228610588,0.036595207,-0.001447198,-0.013758597,-0.021389412,-0.012212062,-0.001654836,0.036595207,-3.006904741,1.245968089,0.038614533,0.451327652,0.085557649,0.072199052
CE29K02redo,-60,CE29K02redo -60,0.302346027,0.233805686,0.229763287,0.234085001,0.052346027,-0.016194314,-0.020236713,-0.015914999,0.000171045,-0.00295716,0.052346027,-1.513019785,1.514269645,0.052429768,0.647706078,0.080946852,0.110205713
CE29K02redo,-40,CE29K02redo -40,0.273840319,0.238940223,0.240072804,0.247146654,0.023840319,-0.011059777,-0.009927196,-0.002853346,0.005025392,-0.002100556,0.023840319,-0.395916807,1.346184117,0.024454605,0.552782496,0.044239109,0.069914412
CE29K02redo,-20,CE29K02redo -20,0.322394622,0.23594029,0.223174686,0.218490402,0.072394622,-0.01405971,-0.026825314,-0.031509598,-0.01068583,-0.002857178,0.072394622,-2.880324336,1.419178374,0.073234771,0.581051302,0.126038392,0.086729417
CE29K02redo,0,CE29K02redo 0,0.31943967,0.309878907,0.162306861,0.208374563,0.06943967,0.059878907,-0.087693139,-0.041625437,-0.062158463,-0.06846199,0.06943967,-2.307973555,0.644103656,0.115639899,0.329672024,0.350772558,0.070802858
CE29K02redo,20,CE29K02redo 20,0.308186075,0.233803383,0.226232005,0.231778538,0.058186075,-0.016196617,-0.023767995,-0.018221462,-0.001239959,-0.004637882,0.058186075,-1.832040933,1.488475494,0.058383789,0.614100897,0.095071981,0.057626524
CE29K02redo,40,CE29K02redo 40,0.316620993,0.232462866,0.22339016,0.227525981,0.066620993,-0.017537134,-0.02660984,-0.022474019,-0.003023212,-0.00466992,0.066620993,-2.145327486,1.487486059,0.066852859,0.628083994,0.10643936,0.09251052
CE29K02redo,60,CE29K02redo 60,0.274727331,0.241510453,0.237284146,0.24647807,0.024727331,-0.008489547,-0.012715854,-0.00352193,0.003042031,-0.004744769,0.024727331,-1.000679236,1.34669089,0.02536154,0.498620437,0.050863418,0.08273818
CE29K02redo,80,CE29K02redo 80,0.268659472,0.257240634,0.240655533,0.233444361,0.018659472,0.007240634,-0.009344467,-0.016555639,-0.014572182,-0.003314184,0.018659472,-2.91796437,0.895508937,0.023906237,0.360998404,0.066222557,0.060668219
CE23K01redo,-80,CE23K01redo -80,0.275796251,0.213949442,0.242984756,0.267269551,0.025796251,-0.036050558,-0.007015244,0.017269551,0.032651765,0.001679562,0.025796251,0.051393328,0.667996563,0.041646192,0.288804069,0.144202233,0.049527931
CE23K01redo,-60,CE23K01redo -60,0.246373798,0.216005511,0.253892443,0.283728248,-0.003626202,-0.033994489,0.003892443,0.033728248,0.041471537,0.002846504,-0.003626202,0.068530039,-0.087012825,0.041726974,0.306865721,0.135977956,0.06044917
CE23K01redo,-40,CE23K01redo -40,0.240281152,0.218038129,0.253878643,0.287802076,-0.009718848,-0.031961871,0.003878643,0.037802076,0.042721518,0.00067779,-0.009718848,0.015863979,-0.223658857,0.043818301,0.342738862,0.127847483,0.053853149
CE23K01redo,-20,CE23K01redo -20,0.282345982,0.222343924,0.238068004,0.25724209,0.032345982,-0.027656076,-0.011931996,0.00724209,0.021370675,-0.001219761,0.032345982,-0.057014554,0.986194485,0.038787319,0.350622039,0.110624303,0.050599021
CE23K01redo,0,CE23K01redo 0,0.282550995,0.33128862,0.150847903,0.235312483,0.032550995,0.08128862,-0.099152097,-0.014687517,-0.058773141,-0.093658166,0.032550995,-2.13121161,0.286299992,0.115263617,0.290623244,0.396608389,0.055228403
CE23K01redo,20,CE23K01redo 20,0.277701533,0.21125619,0.240150983,0.270891294,0.027701533,-0.03874381,-0.009849017,0.020891294,0.036518894,-0.000652489,0.027701533,-0.017865262,0.64887603,0.04584136,0.29579796,0.154975241,0.042613914
CE23K01redo,40,CE23K01redo 40,0.257811951,0.211377719,0.249792518,0.281017812,0.007811951,-0.038622281,-0.000207482,0.031017812,0.042645673,0.002541874,0.007811951,0.05953406,0.180860049,0.043429726,0.281118344,0.154489122,0.04364577
CE23K01redo,60,CE23K01redo 60,0.243526875,0.217342847,0.252610387,0.286519892,-0.006473125,-0.032657153,0.002610387,0.036519892,0.042362116,0.000480138,-0.006473125,0.011333644,-0.151622085,0.042856513,0.328079065,0.130628614,0.065465677
CE23K01redo,80,CE23K01redo 80,0.255054767,0.215385548,0.249327485,0.2802322,0.005054767,-0.034614452,-0.000672515,0.0302322,0.039710302,0.001073821,0.005054767,0.02703477,0.126564406,0.040045123,0.289222567,0.138457809,0.042868945
EE15K01,-80,EE15K01 -80,0.279021262,0.228560596,0.249005208,0.243412934,0.029021262,-0.021439404,-0.000994792,-0.006587066,0.009095162,0.009205429,0.029021262,0.791423389,1.151353556,0.031775707,0.370529273,0.085757616,0.014412896
EE15K01,-60,EE15K01 -60,0.301556044,0.21393896,0.232646845,0.25185815,0.051556044,-0.03606104,-0.017353155,0.00185815,0.023220667,-0.000177986,0.051556044,-0.007664822,1.147601637,0.05654429,0.392004017,0.14424416,0.119155091
EE15K01,-40,EE15K01 -40,0.300661631,0.211863678,0.236376836,0.251097855,0.050661631,-0.038136322,-0.013623164,0.001097855,0.024025928,0.003462043,0.050661631,0.143111059,1.123974479,0.056176791,0.36826304,0.152545286,0.062807241
EE15K01,-20,EE15K01 -20,0.321573016,0.217716362,0.226916376,0.233794246,0.071573016,-0.032283638,-0.023083624,-0.016205754,0.009845652,0.000821002,0.071573016,0.083194755,1.433624806,0.072251696,0.559507087,0.12913455,0.04723429
EE15K01,0,EE15K01 0,0.290110812,0.390864544,0.119382258,0.199642386,0.040110812,0.140864544,-0.130617742,-0.050357614,-0.117099178,-0.124359723,0.040110812,-2.326134063,0.230642344,0.175460638,0.335828494,0.522470967,0.08262241
EE15K01,20,EE15K01 20,0.324503075,0.208335489,0.225547059,0.241614377,0.074503075,-0.041664511,-0.024452941,-0.008385623,0.020379073,0.000404554,0.074503075,0.01984883,1.30374405,0.077241042,0.463470232,0.166658043,0.046020456
EE15K01,40,EE15K01 40,0.31460009,0.208379238,0.228484022,0.248536649,0.06460009,-0.041620762,-0.021515978,-0.001463351,0.024591292,1.84E-05,0.06460009,0.000749869,1.207064229,0.069122381,0.415191713,0.166483046,0.06025657
EE15K01,60,EE15K01 60,0.311590024,0.215250824,0.229268821,0.24389033,0.061590024,-0.034749176,-0.020731179,-0.00610967,0.017538044,-0.000213373,0.061590024,-0.01216572,1.293364635,0.064038735,0.460721251,0.138996704,0.09595188
EE15K01,80,EE15K01 80,0.206340795,0.261532097,0.269104843,0.263022266,-0.043659205,0.011532097,0.019104843,0.013022266,0.000912539,0.004827886,-0.043659205,1.383986094,-1.458728695,0.043934809,0.251578152,0.174636822,0.004626234
CF06K02,-80,CF06K02 -80,0.298781873,0.234124124,0.232606815,0.234487187,0.048781873,-0.015875876,-0.017393185,-0.015512813,0.00022233,-0.001201262,0.048781873,-1.387786933,1.545758185,0.048797168,0.701383459,0.069572739,0.057966265
CF06K02,-60,CF06K02 -60,0.231971212,0.242594551,0.25684616,0.268588077,-0.018028788,-0.007405449,0.00684616,0.018588077,0.015917719,0.00088731,-0.018028788,0.055685918,-0.846736569,0.024066539,0.333723746,0.072115152,0.018195885
CF06K02,-40,CF06K02 -40,0.218034076,0.237610573,0.258514522,0.285840829,-0.031965924,-0.012389427,0.008514522,0.035840829,0.029534879,-0.002270647,-0.031965924,-0.076729242,-0.823437392,0.04358079,0.340837871,0.127863695,0.010807491
CF06K02,-20,CF06K02 -20,0.106235875,0.072866156,0.194017771,0.626880197,-0.143764125,-0.177133844,-0.055982229,0.376880197,0.339262928,-0.110206415,-0.143764125,-0.314087832,-0.383110244,0.384594477,0.542802082,0.708535374,0.054105097
CF06K02,0,CF06K02 0,0.117327171,0.061893243,0.118194317,0.702585269,-0.132672829,-0.188106757,-0.131805683,0.452585269,0.392342136,-0.186707967,-0.132672829,-0.44416649,-0.296352666,0.45430639,0.603787975,0.752427026,0.15635427
CF06K02,20,CF06K02 20,0.251059654,0.267585658,0.24676832,0.234586368,0.001059654,0.017585658,-0.00323168,-0.015413632,-0.020207856,-0.00305307,0.001059654,-2.991643379,0.051802907,0.020464641,0.331924384,0.061654528,0.007092847
CF06K02,40,CF06K02 40,0.253436895,0.257837226,0.249133907,0.239591972,0.003436895,0.007837226,-0.000866093,-0.010408028,-0.011172891,0.000296496,0.003436895,3.115061828,0.298324987,0.011693316,0.280872518,0.041632112,0.009169128
CF06K02,60,CF06K02 60,0.28654214,0.237065106,0.239240628,0.237152126,0.03654214,-0.012934894,-0.010759372,-0.012847874,5.33E-05,0.00150756,0.03654214,1.535463662,1.529538609,0.036573264,0.706872132,0.051739575,0.019036945
CF06K02,80,CF06K02 80,0.278216221,0.233240937,0.245941361,0.242601481,0.028216221,-0.016759063,-0.004058639,-0.007398519,0.005732139,0.005671104,0.028216221,0.780045741,1.292442644,0.029345766,0.437759636,0.067036253,0.020595219
CF07K01,-80,CF07K01 -80,0.182561368,0.268317207,0.277070212,0.272051213,-0.067438632,0.018317207,0.027070212,0.022051213,0.002286603,0.004869139,-0.067438632,1.131753836,-1.491198735,0.067652835,0.250794068,0.269754528,0.007186375
CF07K01,-60,CF07K01 -60,0.201045364,0.245426343,0.270757653,0.282770639,-0.048954636,-0.004573657,0.020757653,0.032770639,0.022868618,0.004708738,-0.048954636,0.203065919,-1.125767388,0.054237461,0.27697817,0.195818542,0.010969201
CF07K01,-40,CF07K01 -40,0.07071744,0.062544285,0.155383809,0.711354465,-0.17928256,-0.187455715,-0.094616191,0.461354465,0.39731347,-0.163741582,-0.17928256,-0.390912417,-0.395242521,0.465630256,0.620987012,0.749822859,0.049290799
CF07K01,-20,CF07K01 -20,0.087572722,0.103832294,0.236132476,0.572462507,-0.162427278,-0.146167706,-0.013867524,0.322462507,0.286976225,-0.072135445,-0.162427278,-0.246261861,-0.502013485,0.337552213,0.519543604,0.649709111,0.020045525
CF07K01,0,CF07K01 0,0.07636119,0.055126883,0.145773534,0.722738394,-0.17363881,-0.194873117,-0.104226466,0.472738394,0.408826887,-0.171939452,-0.17363881,-0.398110609,-0.373165189,0.476290914,0.611026961,0.779492468,0.128453612
CF07K01,20,CF07K01 20,0.075731723,0.068004447,0.156023469,0.700240362,-0.174268277,-0.181995553,-0.093976531,0.450240362,0.387163847,-0.161290304,-0.174268277,-0.394729572,-0.393797885,0.454180404,0.623889425,0.727982212,0.049736883
CF07K01,40,CF07K01 40,0.22319732,0.240495883,0.263180332,0.273126464,-0.02680268,-0.009504117,0.013180332,0.023126464,0.019982068,0.004503675,-0.02680268,0.221681654,-0.918252366,0.033733512,0.314646814,0.10721072,0.011655891
CF07K01,60,CF07K01 60,0.231054418,0.235084283,0.264391428,0.269469871,-0.018945582,-0.014915717,0.014391428,0.019469871,0.021056786,0.00856614,-0.018945582,0.386364413,-0.694785624,0.029592264,0.390490298,0.075782328,0.017611479
CF07K01,80,CF07K01 80,0.179038915,0.219853256,0.313796715,0.287311115,-0.070961085,-0.030146744,0.063796715,0.037311115,0.041309333,0.042578103,-0.070961085,0.800521672,-0.874480605,0.092492332,0.325855825,0.283844341,0.016674952
CF07K02,-80,CF07K02 -80,0.247361217,0.243689959,0.249073608,0.259875216,-0.002638783,-0.006310041,-0.000926392,0.009875216,0.009911405,-0.001915538,-0.002638783,-0.190912285,-0.255678856,0.010434002,0.413388869,0.025240163,0.075576557
CF07K02,-60,CF07K02 -60,0.246090957,0.229605795,0.25258852,0.271714729,-0.003909043,-0.020394205,0.00258852,0.021714729,0.025786351,0.001363484,-0.003909043,0.052827001,-0.150241294,0.026116577,0.320147029,0.081576821,0.039602596
CF07K02,-40,CF07K02 -40,0.203026732,0.255164528,0.266491632,0.275317108,-0.046973268,0.005164528,0.016491632,0.025317108,0.012340884,0.000884459,-0.046973268,0.071546694,-1.313250594,0.04857538,0.258526726,0.187893071,0.009927248
CF07K02,-20,CF07K02 -20,0.171826815,0.183066541,0.245890631,0.399216013,-0.078173185,-0.066933459,-0.004109369,0.149216013,0.132363978,-0.031997039,-0.078173185,-0.237185071,-0.521125989,0.157019362,0.502152248,0.31269274,0.015094227
CF07K02,0,CF07K02 0,0.115797087,0.070469765,0.147832029,0.665901118,-0.134202913,-0.179530235,-0.102167971,0.415901118,0.364625748,-0.155813393,-0.134202913,-0.403837586,-0.326348508,0.418616974,0.582933809,0.718120938,0.102918409
CF07K02,20,CF07K02 20,0.264818484,0.240958095,0.247479356,0.246744064,0.014818484,-0.009041905,-0.002520644,-0.003255936,0.003543168,0.002565579,0.014818484,0.626712674,1.28374392,0.015450687,0.427196662,0.03616762,0.014798645
CF07K02,40,CF07K02 40,0.265768465,0.234527512,0.246220465,0.253483558,0.015768465,-0.015472488,-0.003779535,0.003483558,0.01160816,0.001566192,0.015768465,0.134111802,0.931897724,0.019642984,0.317385669,0.061889954,0.018512098
CF07K02,60,CF07K02 60,0.233544488,0.204869045,0.279045422,0.282541045,-0.016455512,-0.045130955,0.029045422,0.032541045,0.047564192,0.024989421,-0.016455512,0.483747248,-0.297197066,0.056192592,0.311275218,0.180523821,0.044921195
CF07K02,80,CF07K02 80,0.188226304,0.244251757,0.296473371,0.271048568,-0.061773696,-0.005748243,0.046473371,0.021048568,0.016409628,0.027452154,-0.061773696,1.032030101,-1.093057108,0.069562103,0.281519917,0.247094783,0.011041236
CF07K03,-80,CF07K03 -80,0.262029109,0.230786665,0.249573996,0.25761023,0.012029109,-0.019213335,-0.000426004,0.00761023,0.016426012,0.003801086,0.012029109,0.227403848,0.619707241,0.020711388,0.269492361,0.076853339,0.035708446
CF07K03,-60,CF07K03 -60,0.22555931,0.233203869,0.264944269,0.276292552,-0.02444069,-0.016796131,0.014944269,0.026292552,0.026386322,0.007209702,-0.02444069,0.266725819,-0.72921791,0.036681945,0.375213888,0.09776276,0.007216408
CF07K03,-40,CF07K03 -40,0.285179863,0.221983214,0.239250904,0.253586019,0.035179863,-0.028016786,-0.010749096,0.003586019,0.019352686,0.001036822,0.035179863,0.053523905,1.067265595,0.040164963,0.358400884,0.112067143,0.006236256
CF07K03,-20,CF07K03 -20,0.122338788,0.098517969,0.203452698,0.575690544,-0.127661212,-0.151482031,-0.046547302,0.325690544,0.292207332,-0.094505923,-0.127661212,-0.312802886,-0.393955018,0.33258665,0.548887956,0.605928124,0.013714935
CF07K03,0,CF07K03 0,0.101579289,0.053496307,0.11157426,0.733350144,-0.148420711,-0.196503693,-0.13842574,0.483350144,0.41632375,-0.199297315,-0.148420711,-0.446469001,-0.31111534,0.484843884,0.616838134,0.786014771,0.133372024
CF07K03,20,CF07K03 20,0.197597052,0.222744831,0.253999452,0.325658666,-0.052402948,-0.027255169,0.003999452,0.075658666,0.063021596,-0.014285181,-0.052402948,-0.222904544,-0.681373667,0.083197698,0.396913249,0.209611793,0.003018752
CF07K03,40,CF07K03 40,0.245887837,0.243779366,0.258144431,0.252188366,-0.004112163,-0.006220634,0.008144431,0.002188366,0.00514944,0.007184604,-0.004112163,0.948928518,-0.435428332,0.009749111,0.391805348,0.024882536,0.003557692
CF07K03,60,CF07K03 60,0.273943064,0.220236112,0.248628362,0.257192462,0.023943064,-0.029763888,-0.001371638,0.007192462,0.02263105,0.00701031,0.023943064,0.300391363,0.790669578,0.033683515,0.282922673,0.11905555,0.011126334
CF07K03,80,CF07K03 80,0.233145973,0.212600334,0.269020056,0.285233637,-0.016854027,-0.037399666,0.019020056,0.035233637,0.044478633,0.014215018,-0.016854027,0.309332848,-0.346386774,0.049643466,0.331844312,0.149598666,0.005603768
DE15K01,-80,DE15K01 -80,0.254235894,0.227376899,0.251547618,0.266839589,0.004235894,-0.022623101,0.001547618,0.016839589,0.024165863,0.003139111,0.004235894,0.129175262,0.172104207,0.024734304,0.273330166,0.090492403,0.034450512
DE15K01,-60,DE15K01 -60,0.201650411,0.192175973,0.293599272,0.312574343,-0.048349589,-0.057824027,0.043599272,0.062574343,0.073728643,0.02914985,-0.048349589,0.376505783,-0.547626047,0.092861775,0.401484386,0.231296106,0.006099159
DE15K01,-40,DE15K01 -40,0.237176676,0.168884009,0.289904327,0.304034989,-0.012823324,-0.081115991,0.039904327,0.054034989,0.082762735,0.0377912,-0.012823324,0.428346267,-0.140020204,0.091881896,0.283180585,0.324463965,0.002506375
DE15K01,-20,DE15K01 -20,0.244253026,0.225012133,0.261621446,0.269113394,-0.005746974,-0.024987867,0.011621446,0.019113394,0.027006396,0.010294543,-0.005746974,0.364185638,-0.196283548,0.029467792,0.294821008,0.099951467,0.015202884
DE15K01,0,DE15K01 0,0.252258288,0.377559634,0.135667649,0.23451443,0.002258288,0.127559634,-0.114332351,-0.01548557,-0.08759694,-0.120469346,0.002258288,-2.199499604,0.015160226,0.148967067,0.325732536,0.457329406,0.054389461
DE15K01,20,DE15K01 20,0.303748568,0.214152024,0.242662466,0.239436943,0.053748568,-0.035847976,-0.007337534,-0.010563057,0.015483788,0.011220358,0.053748568,0.627080063,1.228995512,0.057048687,0.397851515,0.143391906,0.010203689
DE15K01,40,DE15K01 40,0.230851799,0.165283178,0.318119809,0.285745214,-0.019148201,-0.084716822,0.068119809,0.035745214,0.073767631,0.065482057,-0.019148201,0.725966674,-0.191740125,0.100479932,0.296517059,0.338867288,0.001511223
DE15K01,60,DE15K01 60,0.26067557,0.224754148,0.249021379,0.265548903,0.01067557,-0.025245852,-0.000978621,0.015548903,0.024981583,0.0027364,0.01067557,0.109101732,0.401698513,0.02730449,0.270385905,0.100983408,0.025164215
DE15K01,80,DE15K01 80,0.215447569,0.214483067,0.28107431,0.288995054,-0.034552431,-0.035516933,0.03107431,0.038995054,0.045629087,0.020743154,-0.034552431,0.426675793,-0.603546547,0.06087826,0.42851574,0.142067733,0.007032196
BE10K07,-80,BE10K07 -80,0.217737478,0.250436817,0.260156877,0.271668829,-0.032262522,0.000436817,0.010156877,0.021668829,0.013001899,-0.000633529,-0.032262522,-0.048687396,-1.187292443,0.034789669,0.269582681,0.12905009,0.008500382
BE10K07,-60,BE10K07 -60,0.129325018,0.353486785,0.281787465,0.235400732,-0.120674982,0.103486785,0.031787465,-0.014599268,-0.072312644,-0.008949351,-0.120674982,-3.018459609,-1.027582732,0.140966878,0.292038324,0.482699929,0.002842996
BE10K07,-40,BE10K07 -40,0.1866432,0.295761785,0.262352064,0.255242951,-0.0633568,0.045761785,0.012352064,0.005242951,-0.024812617,-0.009298669,-0.0633568,-2.783036204,-1.174673285,0.068674706,0.270983961,0.253427198,0.002520979
BE10K07,-20,BE10K07 -20,0.173631962,0.335322061,0.273766301,0.217279676,-0.076368038,0.085322061,0.023766301,-0.032720324,-0.072285903,-0.00179221,-0.076368038,-3.116804377,-0.81269852,0.105169106,0.344283779,0.305472151,0.006880986
BE10K07,0,BE10K07 0,0.210311908,0.383925878,0.151141263,0.254620951,-0.039688092,0.133925878,-0.098858737,0.004620951,-0.079182773,-0.118887385,-0.039688092,-2.158359246,-0.271008473,0.148254061,0.374913904,0.395434949,0.016783376
BE10K07,20,BE10K07 20,0.184641969,0.342167746,0.275546475,0.19764381,-0.065358031,0.092167746,0.025546475,-0.05235619,-0.088502475,0.003988575,-0.065358031,3.096555744,-0.635608006,0.110092093,0.421111574,0.261432123,0.006600564
BE10K07,40,BE10K07 40,0.130430923,0.349968008,0.271233721,0.248367347,-0.119569077,0.099968008,0.021233721,-0.001632653,-0.062217445,-0.01975229,-0.119569077,-2.834184662,-1.071075249,0.136227484,0.284830092,0.478276307,0.002783263
BE10K07,60,BE10K07 60,0.31118828,0.236527995,0.221450766,0.230832959,0.06118828,-0.013472005,-0.028549234,-0.019167041,-0.003487483,-0.008647712,0.06118828,-1.954130456,1.419570227,0.061894678,0.541999451,0.114196938,0.004484803
BE10K07,80,BE10K07 80,0.247257028,0.237373792,0.251512159,0.263857021,-0.002742972,-0.012626208,0.001512159,0.013857021,0.0162176,0.0006341,-0.002742972,0.039079592,-0.167424253,0.016460149,0.325912354,0.050504834,0.018647339
DE15K04,-80,DE15K04 -80,0.303408261,0.241242844,0.231310931,0.224037963,0.053408261,-0.008757156,-0.018689069,-0.025962037,-0.010535795,-0.000940079,0.053408261,-3.052601175,1.37527384,0.054445652,0.524281407,0.103848147,0.031479985
DE15K04,-60,DE15K04 -60,0.293678407,0.222588625,0.237009408,0.24672356,0.043678407,-0.027411375,-0.012990592,-0.00327644,0.014779569,0.001664046,0.043678407,0.112118763,1.242600375,0.046141174,0.420821411,0.109645501,0.062364915
DE15K04,-40,DE15K04 -40,0.294271473,0.221478299,0.2360956,0.248154628,0.044271473,-0.028521701,-0.0139044,-0.001845372,0.016335848,0.000904486,0.044271473,0.055311711,1.216805402,0.047197896,0.413701623,0.114086804,0.052792606
DE15K04,-20,DE15K04 -20,0.313894559,0.222569197,0.229188114,0.23434813,0.063894559,-0.027430803,-0.020811886,-0.01565187,0.007213094,0.000515799,0.063894559,0.071387205,1.458097049,0.064302484,0.586042667,0.109723212,0.051635846
DE15K04,0,DE15K04 0,0.269446448,0.291312075,0.195650255,0.243591223,0.019446448,0.041312075,-0.054349745,-0.006408777,-0.029222934,-0.050771253,0.019446448,-2.093066629,0.320513953,0.061724098,0.283920826,0.217398981,0.057961644
DE15K04,20,DE15K04 20,0.303178136,0.217288046,0.23262647,0.246907348,0.053178136,-0.032711954,-0.01737353,-0.003092652,0.018138044,0.000373899,0.053178136,0.02061116,1.242024381,0.056187566,0.429411573,0.130847816,0.037702996
DE15K04,40,DE15K04 40,0.303222512,0.22451858,0.233608961,0.238649947,0.053222512,-0.02548142,-0.016391039,-0.011350053,0.00865366,0.001431677,0.053222512,0.163956682,1.407460393,0.053940442,0.529213467,0.10192568,0.052994045
DE15K04,60,DE15K04 60,0.246946735,0.233989856,0.250695805,0.268367604,-0.003053265,-0.016010144,0.000695805,0.018367604,0.021051986,-0.000341479,-0.003053265,-0.016219333,-0.144011563,0.021274988,0.332211062,0.064040578,0.042599058
