Cam/Dive,ind,dive,t,theta,L2,frame,z=0_time,t_relative_z,male_in_frame,taxon,year,absangle
GX014390,CE24K01,1,13.36746,179.141,4.31E+01,1485,14.90833,-1.54087,y,BCHU,2021,179.141
GX014390,CE24K01,1,13.40917,-115.4391,4.82E+01,1490,14.90833,-1.49916,y,BCHU,2021,115.4391
GX014390,CE24K01,1,13.45087,-72.09851,5.31E+01,1495,14.90833,-1.45746,y,BCHU,2021,72.09851
GX014390,CE24K01,1,13.49258,-126.1759,5.29E+01,1500,14.90833,-1.41575,y,BCHU,2021,126.1759
GX014390,CE24K01,1,13.53429,-128.9592,6.21E+01,1505,14.90833,-1.37404,y,BCHU,2021,128.9592
GX014390,CE24K01,1,13.576,-129.7128,6.62E+01,1510,14.90833,-1.33233,y,BCHU,2021,129.7128
GX014390,CE24K01,1,13.61771,-129.7894,6.94E+01,1515,14.90833,-1.29062,y,BCHU,2021,129.7894
GX014390,CE24K01,1,13.65942,-129.6322,7.22E+01,1520,14.90833,-1.24891,y,BCHU,2021,129.6322
GX014390,CE24K01,1,13.70112,-129.3167,7.44E+01,1525,14.90833,-1.20721,y,BCHU,2021,129.3167
GX014390,CE24K01,1,13.74283,-128.9545,7.63E+01,1530,14.90833,-1.1655,y,BCHU,2021,128.9545
GX014390,CE24K01,1,13.78454,-128.8102,7.82E+01,1535,14.90833,-1.12379,y,BCHU,2021,128.8102
GX014390,CE24K01,1,13.82625,-128.7734,7.89E+01,1540,14.90833,-1.08208,y,BCHU,2021,128.7734
GX014390,CE24K01,1,13.86796,-128.0804,7.94E+01,1545,14.90833,-1.04037,y,BCHU,2021,128.0804
GX014390,CE24K01,1,13.90967,-128.0804,7.94E+01,1550,14.90833,-0.99866,y,BCHU,2021,128.0804
GX014390,CE24K01,1,13.95138,-127.5735,7.98E+01,1555,14.90833,-0.95695,y,BCHU,2021,127.5735
GX014390,CE24K01,1,13.99308,-127.5735,7.98E+01,1560,14.90833,-0.91525,y,BCHU,2021,127.5735
GX014390,CE24K01,1,14.03479,-127.1239,7.96E+01,1565,14.90833,-0.87354,y,BCHU,2021,127.1239
GX014390,CE24K01,1,14.0765,-126.7873,7.91E+01,1570,14.90833,-0.83183,y,BCHU,2021,126.7873
GX014390,CE24K01,1,14.11821,-126.1633,7.88E+01,1575,14.90833,-0.79012,y,BCHU,2021,126.1633
GX014390,CE24K01,1,14.15992,-90.11955,7.82E+01,1580,14.90833,-0.74841,y,BCHU,2021,90.11955
GX014390,CE24K01,1,14.20162,-89.70915,7.76E+01,1585,14.90833,-0.70671,y,BCHU,2021,89.70915
GX014390,CE24K01,1,14.24333,-85.09657,7.73E+01,1590,14.90833,-0.665,y,BCHU,2021,85.09657
GX014390,CE24K01,1,14.28504,-84.6643,7.70E+01,1595,14.90833,-0.62329,y,BCHU,2021,84.6643
GX014390,CE24K01,1,14.32675,-84.34418,7.69E+01,1600,14.90833,-0.58158,y,BCHU,2021,84.34418
GX014390,CE24K01,1,14.36846,-99.1319,7.71E+01,1605,14.90833,-0.53987,y,BCHU,2021,99.1319
GX014390,CE24K01,1,14.41017,-85.38418,7.64E+01,1610,14.90833,-0.49816,y,BCHU,2021,85.38418
GX014390,CE24K01,1,14.45187,-85.26755,7.65E+01,1615,14.90833,-0.45646,y,BCHU,2021,85.26755
GX014390,CE24K01,1,14.49358,-75.28477,7.64E+01,1620,14.90833,-0.41475,y,BCHU,2021,75.28477
GX014390,CE24K01,1,14.53529,-74.90999,7.67E+01,1625,14.90833,-0.37304,y,BCHU,2021,74.90999
GX014390,CE24K01,1,14.577,-74.22422,7.65E+01,1630,14.90833,-0.33133,y,BCHU,2021,74.22422
GX014390,CE24K01,1,14.61871,-73.80354,7.64E+01,1635,14.90833,-0.28962,y,BCHU,2021,73.80354
GX014390,CE24K01,1,14.66042,-79.83449,7.63E+01,1640,14.90833,-0.24791,y,BCHU,2021,79.83449
GX014390,CE24K01,1,14.66042,-80.00346,7.66E+01,1640,14.90833,-0.24791,y,BCHU,2021,80.00346
GX014390,CE24K01,1,14.70213,-79.21977,7.64E+01,1645,14.90833,-0.2062,y,BCHU,2021,79.21977
GX014390,CE24K01,1,14.74383,-78.9755,7.62E+01,1650,14.90833,-0.1645,y,BCHU,2021,78.9755
GX014390,CE24K01,1,14.78554,-78.41593,7.64E+01,1655,14.90833,-0.12279,y,BCHU,2021,78.41593
GX014390,CE24K01,1,14.82725,-77.77599,7.68E+01,1660,14.90833,-0.08108,y,BCHU,2021,77.77599
GX014390,CE24K01,1,14.86896,-77.23226,7.69E+01,1665,14.90833,-0.03937,y,BCHU,2021,77.23226
GX014390,CE24K01,1,14.91067,-75.8909,7.75E+01,1670,14.90833,0.00234,y,BCHU,2021,75.8909
GX014390,CE24K01,1,14.95237,-75.05825,7.79E+01,1675,14.90833,0.04404,y,BCHU,2021,75.05825
GX014390,CE24K01,1,14.99408,-74.10089,7.83E+01,1680,14.90833,0.08575,y,BCHU,2021,74.10089
GX014390,CE24K01,1,15.03579,-81.08688,7.85E+01,1685,14.90833,0.12746,y,BCHU,2021,81.08688
GX014390,CE24K01,1,15.0775,-80.65552,7.85E+01,1690,14.90833,0.16917,y,BCHU,2021,80.65552
GX014390,CE24K01,1,15.11921,-80.11025,7.85E+01,1695,14.90833,0.21088,y,BCHU,2021,80.11025
GX014390,CE24K01,1,15.16092,-99.81939,7.85E+01,1700,14.90833,0.25259,y,BCHU,2021,99.81939
GX014390,CE24K01,1,15.20262,-140.5865,7.92E+01,1705,14.90833,0.29429,y,BCHU,2021,140.5865
GX014390,CE24K01,,15.24433,-139.5376,7.92E+01,1710,14.90833,0.336,n,BCHU,2021,139.5376
GX014390,CE24K01,,15.28604,-142.319,7.94E+01,1715,14.90833,0.37771,n,BCHU,2021,142.319
GX014390,CE24K01,,15.32775,-140.8857,7.95E+01,1720,14.90833,0.41942,n,BCHU,2021,140.8857
GX014390,CE24K01,,15.36946,-135.2729,7.95E+01,1725,14.90833,0.46113,n,BCHU,2021,135.2729
GX014390,CE24K01,,15.41117,-136.8492,7.93E+01,1730,14.90833,0.50284,n,BCHU,2021,136.8492
GX014390,CE24K01,,15.45288,-133.9043,7.93E+01,1735,14.90833,0.54455,n,BCHU,2021,133.9043
GX014390,CE24K01,,15.49458,-141.1114,7.93E+01,1740,14.90833,0.58625,n,BCHU,2021,141.1114
GX014390,CE24K01,,15.53629,-141.1114,7.93E+01,1745,14.90833,0.62796,n,BCHU,2021,141.1114
GX014390,CE24K01,,15.578,-139.3475,7.94E+01,1750,14.90833,0.66967,n,BCHU,2021,139.3475
GX014390,CE24K01,,15.61971,-137.7721,7.94E+01,1755,14.90833,0.71138,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.66142,-137.7721,7.94E+01,1760,14.90833,0.75309,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.70312,-137.7721,7.94E+01,1765,14.90833,0.79479,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.74483,-137.7721,7.94E+01,1770,14.90833,0.8365,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.78654,-137.7721,7.94E+01,1775,14.90833,0.87821,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.82825,-137.7721,7.94E+01,1780,14.90833,0.91992,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.86996,-137.7721,7.94E+01,1785,14.90833,0.96163,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.91167,-137.7721,7.94E+01,1790,14.90833,1.00334,n,BCHU,2021,137.7721
GX014390,CE24K01,,15.95337,-137.7721,7.94E+01,1795,14.90833,1.04504,n,BCHU,2021,137.7721
GX014390,CE24K01,1,15.99508,-72.58008,4.96E+01,1800,14.90833,1.08675,y,BCHU,2021,72.58008
GX014390,CE24K01,1,16.03679,-66.83403,6.43E+01,1805,14.90833,1.12846,y,BCHU,2021,66.83403
GX014390,CE24K01,1,16.0785,-61.31537,7.88E+01,1810,14.90833,1.17017,y,BCHU,2021,61.31537
GX014390,CE24K01,1,16.12021,-52.55995,8.97E+01,1815,14.90833,1.21188,y,BCHU,2021,52.55995
GX014390,CE24K01,,16.16192,-52.55995,8.97E+01,1820,17.43333,-1.27141,n,BCHU,2021,52.55995
GX014390,CE24K01,,16.20362,-52.55995,8.97E+01,1825,17.43333,-1.22971,n,BCHU,2021,52.55995
GX014390,CE24K01,,16.24533,-27.70419,8.97E+01,1830,17.43333,-1.188,n,BCHU,2021,27.70419
GX014390,CE24K01,,16.28704,-23.68701,8.97E+01,1835,17.43333,-1.14629,n,BCHU,2021,23.68701
GX014390,CE24K01,,16.32875,-23.68701,8.97E+01,1840,17.43333,-1.10458,n,BCHU,2021,23.68701
GX014390,CE24K01,,16.37046,-23.68701,8.97E+01,1845,17.43333,-1.06287,n,BCHU,2021,23.68701
GX014390,CE24K01,,16.41217,-23.68701,8.97E+01,1850,17.43333,-1.02116,n,BCHU,2021,23.68701
GX014390,CE24K01,,16.45388,-25.04032,8.97E+01,1855,17.43333,-0.97945,n,BCHU,2021,25.04032
GX014390,CE24K01,,16.49558,-25.04032,8.97E+01,1860,17.43333,-0.93775,n,BCHU,2021,25.04032
GX014390,CE24K01,,16.53729,-25.04032,8.97E+01,1865,17.43333,-0.89604,n,BCHU,2021,25.04032
GX014390,CE24K01,,16.579,-29.07673,8.97E+01,1870,17.43333,-0.85433,n,BCHU,2021,29.07673
GX014390,CE24K01,,16.62071,-29.07673,8.97E+01,1875,17.43333,-0.81262,n,BCHU,2021,29.07673
GX014390,CE24K01,,16.66242,-29.07673,8.97E+01,1880,17.43333,-0.77091,n,BCHU,2021,29.07673
GX014390,CE24K01,,16.70413,-29.07673,8.97E+01,1885,17.43333,-0.7292,n,BCHU,2021,29.07673
GX014390,CE24K01,,16.74583,-29.07673,8.97E+01,1890,17.43333,-0.6875,n,BCHU,2021,29.07673
GX014390,CE24K01,,16.78754,-29.07673,8.97E+01,1895,17.43333,-0.64579,n,BCHU,2021,29.07673
GX014390,CE24K01,,16.82925,-11.43953,8.95E+01,1900,17.43333,-0.60408,n,BCHU,2021,11.43953
GX014390,CE24K01,,16.87096,17.05678,8.97E+01,1905,17.43333,-0.56237,n,BCHU,2021,17.05678
GX014390,CE24K01,,16.91267,39.25752,9.00E+01,1910,17.43333,-0.52066,n,BCHU,2021,39.25752
GX014390,CE24K01,,16.95437,40.92826,9.01E+01,1915,17.43333,-0.47896,n,BCHU,2021,40.92826
GX014390,CE24K01,,16.99608,38.67464,9.02E+01,1920,17.43333,-0.43725,n,BCHU,2021,38.67464
GX014390,CE24K01,,17.03779,38.67464,9.02E+01,1925,17.43333,-0.39554,n,BCHU,2021,38.67464
GX014390,CE24K01,2,17.0795,65.29609,5.07E+01,1930,17.43333,-0.35383,y,BCHU,2021,65.29609
GX014390,CE24K01,2,17.12121,67.51326,4.98E+01,1935,17.43333,-0.31212,y,BCHU,2021,67.51326
GX014390,CE24K01,2,17.16292,67.08323,4.90E+01,1940,17.43333,-0.27041,y,BCHU,2021,67.08323
GX014390,CE24K01,2,17.20463,67.60014,4.87E+01,1945,17.43333,-0.2287,y,BCHU,2021,67.60014
GX014390,CE24K01,2,17.24633,67.91534,4.79E+01,1950,17.43333,-0.187,y,BCHU,2021,67.91534
GX014390,CE24K01,2,17.28804,68.49451,4.75E+01,1955,17.43333,-0.14529,y,BCHU,2021,68.49451
GX014390,CE24K01,2,17.32975,68.55766,4.70E+01,1960,17.43333,-0.10358,y,BCHU,2021,68.55766
GX014390,CE24K01,2,17.37146,68.94849,4.67E+01,1965,17.43333,-0.06187,y,BCHU,2021,68.94849
GX014390,CE24K01,2,17.41317,69.26803,4.64E+01,1970,17.43333,-0.02016,y,BCHU,2021,69.26803
GX014390,CE24K01,2,17.45488,69.78379,4.59E+01,1975,17.43333,0.02155,y,BCHU,2021,69.78379
GX014390,CE24K01,2,17.49658,69.97231,4.53E+01,1980,17.43333,0.06325,y,BCHU,2021,69.97231
GX014390,CE24K01,2,17.53829,70.72007,4.46E+01,1985,17.43333,0.10496,y,BCHU,2021,70.72007
GX014390,CE24K01,2,17.58,71.54551,4.39E+01,1990,17.43333,0.14667,y,BCHU,2021,71.54551
GX014390,CE24K01,2,17.62171,71.82391,4.26E+01,1995,17.43333,0.18838,y,BCHU,2021,71.82391
GX014390,CE24K01,2,17.66342,72.60698,4.14E+01,2000,17.43333,0.23009,y,BCHU,2021,72.60698
GX014390,CE24K01,2,17.70512,72.88702,3.98E+01,2005,17.43333,0.27179,y,BCHU,2021,72.88702
GX014390,CE24K01,2,17.74683,73.28422,3.82E+01,2010,17.43333,0.3135,y,BCHU,2021,73.28422
GX014390,CE24K01,2,17.78854,73.3521,3.68E+01,2015,17.43333,0.35521,y,BCHU,2021,73.3521
GX014390,CE24K01,2,17.83025,73.10729,3.49E+01,2020,17.43333,0.39692,y,BCHU,2021,73.10729
GX014390,CE24K01,2,17.87196,72.57713,3.32E+01,2025,17.43333,0.43863,y,BCHU,2021,72.57713
GX014390,CE24K01,2,17.91367,62.107,3.04E+01,2030,17.43333,0.48034,y,BCHU,2021,62.107
GX014390,CE24K01,2,17.95538,25.86407,2.75E+01,2035,17.43333,0.52205,y,BCHU,2021,25.86407
GX014390,CE24K01,2,17.99708,2.13553,2.41E+01,2040,17.43333,0.56375,y,BCHU,2021,2.13553
GX014390,CE24K01,2,18.03879,4.48363,1.99E+01,2045,17.43333,0.60546,y,BCHU,2021,4.483627
GX014390,CE24K01,2,18.0805,14.62511,1.55E+01,2050,17.43333,0.64717,y,BCHU,2021,14.62511
GX014390,CE24K01,2,18.12221,38.83858,1.17E+01,2055,17.43333,0.68888,y,BCHU,2021,38.83858
GX014390,CE24K01,2,18.16392,82.66522,1.20E+01,2060,17.43333,0.73059,y,BCHU,2021,82.66522
GX014390,CE24K01,2,18.20563,112.4549,1.95E+01,2065,17.43333,0.7723,y,BCHU,2021,112.4549
GX014390,CE24K01,2,18.24733,125.3288,3.06E+01,2070,17.43333,0.814,y,BCHU,2021,125.3288
GX014390,CE24K01,2,18.28904,131.3602,4.41E+01,2075,17.43333,0.85571,y,BCHU,2021,131.3602
GX014390,CE24K01,2,18.33075,134.1804,5.81E+01,2080,17.43333,0.89742,y,BCHU,2021,134.1804
GX014390,CE24K01,2,18.37246,135.708,7.09E+01,2085,17.43333,0.93913,y,BCHU,2021,135.708
GX014390,CE24K01,2,18.41417,132.2545,8.24E+01,2090,17.43333,0.98084,y,BCHU,2021,132.2545
GX014390,CE24K01,2,18.45587,132.6654,9.16E+01,2095,17.43333,1.02254,y,BCHU,2021,132.6654
GX014390,CE24K01,2,18.49758,132.4272,9.87E+01,2100,17.43333,1.06425,y,BCHU,2021,132.4272
GX014390,CE24K01,,18.53929,125.3245,9.87E+01,2105,20.24167,-1.70238,n,BCHU,2021,125.3245
GX014390,CE24K01,,18.581,125.3245,9.87E+01,2110,20.24167,-1.66067,n,BCHU,2021,125.3245
GX014390,CE24K01,,18.62271,125.3245,9.87E+01,2115,20.24167,-1.61896,n,BCHU,2021,125.3245
GX014390,CE24K01,,18.66442,115.1717,9.86E+01,2120,20.24167,-1.57725,n,BCHU,2021,115.1717
GX014390,CE24K01,,18.70613,105.3535,9.86E+01,2125,20.24167,-1.53554,n,BCHU,2021,105.3535
GX014390,CE24K01,,18.74783,105.3535,9.86E+01,2130,20.24167,-1.49384,n,BCHU,2021,105.3535
GX014390,CE24K01,,18.78954,103.7387,9.86E+01,2135,20.24167,-1.45213,n,BCHU,2021,103.7387
GX014390,CE24K01,,18.83125,103.7387,9.86E+01,2140,20.24167,-1.41042,n,BCHU,2021,103.7387
GX014390,CE24K01,,18.87296,105.0768,9.86E+01,2145,20.24167,-1.36871,n,BCHU,2021,105.0768
GX014390,CE24K01,,18.91467,105.0768,9.86E+01,2150,20.24167,-1.327,n,BCHU,2021,105.0768
GX014390,CE24K01,,18.95638,105.0768,9.86E+01,2155,20.24167,-1.28529,n,BCHU,2021,105.0768
GX014390,CE24K01,,18.99808,105.0768,9.86E+01,2160,20.24167,-1.24359,n,BCHU,2021,105.0768
GX014390,CE24K01,,19.03979,105.0768,9.86E+01,2165,20.24167,-1.20188,n,BCHU,2021,105.0768
GX014390,CE24K01,,19.0815,105.0768,9.86E+01,2170,20.24167,-1.16017,n,BCHU,2021,105.0768
GX014390,CE24K01,,19.12321,105.0768,9.86E+01,2175,20.24167,-1.11846,n,BCHU,2021,105.0768
GX014390,CE24K01,,19.16492,105.0768,9.86E+01,2180,20.24167,-1.07675,n,BCHU,2021,105.0768
GX014390,CE24K01,,19.20662,105.0768,9.86E+01,2185,20.24167,-1.03505,n,BCHU,2021,105.0768
GX014390,CE24K01,,19.24833,103.5235,9.87E+01,2190,20.24167,-0.99334,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.29004,103.5235,9.87E+01,2195,20.24167,-0.95163,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.33175,103.5235,9.87E+01,2200,20.24167,-0.90992,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.37346,103.5235,9.87E+01,2205,20.24167,-0.86821,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.41517,103.5235,9.87E+01,2210,20.24167,-0.8265,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.45688,103.5235,9.87E+01,2215,20.24167,-0.78479,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.49858,103.5235,9.87E+01,2220,20.24167,-0.74309,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.54029,103.5235,9.87E+01,2225,20.24167,-0.70138,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.582,103.5235,9.87E+01,2230,20.24167,-0.65967,n,BCHU,2021,103.5235
GX014390,CE24K01,,19.62371,74.92645,9.85E+01,2235,20.24167,-0.61796,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.66542,74.92645,9.85E+01,2240,20.24167,-0.57625,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.70713,74.92645,9.85E+01,2245,20.24167,-0.53454,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.74883,74.92645,9.85E+01,2250,20.24167,-0.49284,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.79054,74.92645,9.85E+01,2255,20.24167,-0.45113,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.83225,74.92645,9.85E+01,2260,20.24167,-0.40942,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.87396,74.92645,9.85E+01,2265,20.24167,-0.36771,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.91567,74.92645,9.85E+01,2270,20.24167,-0.326,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.95737,74.92645,9.85E+01,2275,20.24167,-0.2843,n,BCHU,2021,74.92645
GX014390,CE24K01,,19.99908,74.92645,9.85E+01,2280,20.24167,-0.24259,n,BCHU,2021,74.92645
GX014390,CE24K01,,20.04079,96.07717,9.87E+01,2285,20.24167,-0.20088,n,BCHU,2021,96.07717
GX014390,CE24K01,,20.0825,126.5856,9.90E+01,2290,20.24167,-0.15917,n,BCHU,2021,126.5856
GX014390,CE24K01,,20.12421,135.8332,9.92E+01,2295,20.24167,-0.11746,n,BCHU,2021,135.8332
GX014390,CE24K01,3,20.16592,137.4059,9.82E+01,2300,20.24167,-0.07575,y,BCHU,2021,137.4059
GX014390,CE24K01,3,20.20763,137.4059,9.82E+01,2305,20.24167,-0.03404,y,BCHU,2021,137.4059
GX014390,CE24K01,3,20.24933,134.7985,9.82E+01,2310,20.24167,0.00766,y,BCHU,2021,134.7985
GX014390,CE24K01,3,20.29104,135.5589,9.92E+01,2315,20.24167,0.04937,y,BCHU,2021,135.5589
GX014390,CE24K01,3,20.33275,136.1298,9.93E+01,2320,20.24167,0.09108,y,BCHU,2021,136.1298
GX014390,CE24K01,3,20.37446,136.3913,9.98E+01,2325,20.24167,0.13279,y,BCHU,2021,136.3913
GX014390,CE24K01,3,20.41617,136.5788,1.00E+02,2330,20.24167,0.1745,y,BCHU,2021,136.5788
GX014390,CE24K01,3,20.45788,136.7738,1.01E+02,2335,20.24167,0.21621,y,BCHU,2021,136.7738
GX014390,CE24K01,3,20.49958,136.7738,1.01E+02,2340,20.24167,0.25791,y,BCHU,2021,136.7738
GX014390,CE24K01,3,20.54129,136.7738,1.01E+02,2345,20.24167,0.29962,y,BCHU,2021,136.7738
GX014390,CE24K01,3,20.583,136.7738,1.01E+02,2350,20.24167,0.34133,y,BCHU,2021,136.7738
GX014390,CE24K01,3,20.62471,136.742,1.00E+02,2355,20.24167,0.38304,y,BCHU,2021,136.742
GX014390,CE24K01,3,20.66642,136.9395,1.01E+02,2360,20.24167,0.42475,y,BCHU,2021,136.9395
GX014390,CE24K01,3,20.70812,133.6766,1.01E+02,2365,20.24167,0.46645,y,BCHU,2021,133.6766
GX014390,CE24K01,3,20.74983,133.0537,9.99E+01,2370,20.24167,0.50816,y,BCHU,2021,133.0537
GX014390,CE24K01,3,20.79154,131.6833,9.92E+01,2375,20.24167,0.54987,y,BCHU,2021,131.6833
GX014390,CE24K01,3,20.83325,129.6158,9.76E+01,2380,20.24167,0.59158,y,BCHU,2021,129.6158
GX014390,CE24K01,3,20.87496,126.3552,9.53E+01,2385,20.24167,0.63329,y,BCHU,2021,126.3552
GX014390,CE24K01,3,20.91667,121.8083,9.13E+01,2390,20.24167,0.675,y,BCHU,2021,121.8083
GX014390,CE24K01,3,20.95838,119.7136,8.67E+01,2395,20.24167,0.71671,y,BCHU,2021,119.7136
GX014390,CE24K01,3,21.00008,111.0024,8.13E+01,2400,20.24167,0.75841,y,BCHU,2021,111.0024
GX014390,CE24K01,3,21.04179,99.03846,7.67E+01,2405,20.24167,0.80012,y,BCHU,2021,99.03846
GX014390,CE24K01,3,21.0835,85.38669,7.44E+01,2410,20.24167,0.84183,y,BCHU,2021,85.38669
GX014390,CE24K01,3,21.12521,71.68015,7.50E+01,2415,20.24167,0.88354,y,BCHU,2021,71.68015
GX014390,CE24K01,,21.16692,71.68015,7.50E+01,2420,20.24167,0.92525,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.20863,71.68015,7.50E+01,2425,20.24167,0.96696,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.25033,71.68015,7.50E+01,2430,20.24167,1.00866,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.29204,71.68015,7.50E+01,2435,20.24167,1.05037,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.33375,71.68015,7.50E+01,2440,20.24167,1.09208,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.37546,71.68015,7.50E+01,2445,20.24167,1.13379,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.41717,71.68015,7.50E+01,2450,20.24167,1.1755,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.45887,71.68015,7.50E+01,2455,20.24167,1.2172,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.50058,71.68015,7.50E+01,2460,20.24167,1.25891,n,BCHU,2021,71.68015
GX014390,CE24K01,,21.54229,65.17786,7.50E+01,2465,20.24167,1.30062,n,BCHU,2021,65.17786
GX014390,CE24K01,,21.584,35.88947,7.46E+01,2470,20.24167,1.34233,n,BCHU,2021,35.88947
GX014390,CE24K01,,21.62571,35.88947,7.46E+01,2475,20.24167,1.38404,n,BCHU,2021,35.88947
GX014390,CE24K01,,21.66742,38.18395,7.44E+01,2480,20.24167,1.42575,n,BCHU,2021,38.18395
GX014390,CE24K01,,21.70913,38.18395,7.44E+01,2485,20.24167,1.46746,n,BCHU,2021,38.18395
GX014390,CE24K01,,21.75083,38.18395,7.44E+01,2490,20.24167,1.50916,n,BCHU,2021,38.18395
GX014390,CE24K01,,21.79254,38.18395,7.44E+01,2495,20.24167,1.55087,n,BCHU,2021,38.18395
GX014390,CE24K01,,21.83425,38.18395,7.44E+01,2500,20.24167,1.59258,n,BCHU,2021,38.18395
GX014390,CE24K01,,21.87596,38.18395,7.44E+01,2505,20.24167,1.63429,n,BCHU,2021,38.18395
GX014390,CE24K01,,21.91767,38.18395,7.44E+01,2510,20.24167,1.676,n,BCHU,2021,38.18395
GX014390,CE24K01,,21.95938,38.18395,7.44E+01,2515,20.24167,1.71771,n,BCHU,2021,38.18395
GX014390,CE24K01,,22.00108,38.18395,7.44E+01,2520,22.775,-0.77392,n,BCHU,2021,38.18395
GX014390,CE24K01,,22.04279,37.01466,7.44E+01,2525,22.775,-0.73221,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.0845,37.01466,7.44E+01,2530,22.775,-0.6905,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.12621,37.01466,7.44E+01,2535,22.775,-0.64879,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.16792,37.01466,7.44E+01,2540,22.775,-0.60708,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.20962,37.01466,7.44E+01,2545,22.775,-0.56538,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.25133,37.01466,7.44E+01,2550,22.775,-0.52367,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.29304,37.01466,7.44E+01,2555,22.775,-0.48196,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.33475,37.01466,7.44E+01,2560,22.775,-0.44025,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.37646,37.01466,7.44E+01,2565,22.775,-0.39854,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.41817,37.01466,7.44E+01,2570,22.775,-0.35683,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.45988,37.01466,7.44E+01,2575,22.775,-0.31512,n,BCHU,2021,37.01466
GX014390,CE24K01,,22.50158,32.07799,7.44E+01,2580,22.775,-0.27342,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.54329,32.07799,7.44E+01,2585,22.775,-0.23171,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.585,32.07799,7.44E+01,2590,22.775,-0.19,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.62671,32.07799,7.44E+01,2595,22.775,-0.14829,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.66842,32.07799,7.44E+01,2600,22.775,-0.10658,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.71013,32.07799,7.44E+01,2605,22.775,-0.06487,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.75183,32.07799,7.44E+01,2610,22.775,-0.02317,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.79354,32.07799,7.44E+01,2615,22.775,0.01854,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.83525,32.07799,7.44E+01,2620,22.775,0.06025,n,BCHU,2021,32.07799
GX014390,CE24K01,,22.87696,32.07799,7.44E+01,2625,22.775,0.10196,n,BCHU,2021,32.07799
GX014390,CE24K01,4,22.91867,-4.09153,4.87E+01,2630,22.775,0.14367,y,BCHU,2021,4.091529
GX014390,CE24K01,4,22.96037,-3.39991,4.79E+01,2635,22.775,0.18537,y,BCHU,2021,3.399908
GX014390,CE24K01,4,23.00208,-2.2111,4.75E+01,2640,22.775,0.22708,y,BCHU,2021,2.211097
GX014390,CE24K01,4,23.04379,-0.94799,4.68E+01,2645,22.775,0.26879,y,BCHU,2021,0.9479939
GX014390,CE24K01,4,23.0855,1.47917,4.64E+01,2650,22.775,0.3105,y,BCHU,2021,1.479172
GX014390,CE24K01,4,23.12721,4.29596,4.59E+01,2655,22.775,0.35221,y,BCHU,2021,4.295956
GX014390,CE24K01,4,23.16892,68.94729,4.56E+01,2660,22.775,0.39392,y,BCHU,2021,68.94729
GX014390,CE24K01,4,23.21063,121.4403,4.63E+01,2665,22.775,0.43563,y,BCHU,2021,121.4403
GX014390,CE24K01,4,23.25233,123.0849,4.73E+01,2670,22.775,0.47733,y,BCHU,2021,123.0849
